product_id,product_name_cn,product_name,target_crops,target_diseases,target_pests,symptoms,active_ingredients,product_types,dosages,application_methods,safety_warnings
AF0011,油菜菌立清,Rapeseed Junliqing,"['Chili Pepper', 'Rapeseed', 'Vegetables', 'Fruit Trees', 'Melons and Fruits', 'Field Crops', 'Medicinal Herbs', 'Flowers', 'Seedlings', 'Tea Trees']","['Sclerotinia Stem Rot', 'Downy Mildew', 'Powdery Mildew', 'Anthracnose', 'Root-Knot Disease', 'Root Rot', 'Wilt', 'Damping-off', 'Black Rot', 'Bacterial Wilt', 'Viral Diseases']",[],"['yellowing', 'mosaic', 'dwarfing']","['Bacillus subtilis', 'Bacillus laterosporus', 'Bacillus licheniformis', 'Bacillus gelatinous', 'Bacillus amyloliquefaciens']","['Growth Promoter', 'Microbial Agent', 'Microbial Fertilizer', 'Liquid']","['1:1000 dilution', '1 g per 0.5 L water']",['Foliar spray'],"['Must not be mixed with strong acid or strong alkali fertilizers or pesticides', 'Recommended to spray before 10 a.m. or after 4 p.m.', 'If sediment appears, stir well before use; it does not affect efficacy', 'If splashed into eyes, rinse with clean water for at least 15 minutes; seek medical treatment if serious', 'Store in a dry, cool, rainproof place, away from fire or heat sources']"
AF0012,根线清(菌剂),Rootline Clear (Microbial Agent),"['Chili Pepper', 'Fruit Trees', 'Apple', 'Cherry', 'Lychee', 'Strawberry', 'Melons and Fruits', 'Watermelon', 'Cucumber', 'Pumpkin', 'Loofah', 'Vegetables', 'Tomato', 'Eggplant', 'Cowpea', 'Field Crops', 'Rice', 'Wheat', 'Corn', 'Cotton', 'Soybean']","['Root Rot', 'Stem Rot', 'Ginger Wilt', 'Damping-off', 'Viral Diseases']","['Root-Knot Nematodes', 'Cyst Nematodes', 'Stem Nematodes']","['yellowing', 'wilting', 'root nodule', 'red roots', 'black roots']","['Bacillus subtilis', 'Bacillus laterosporus', 'Bacillus licheniformis', 'Bacillus mucilaginosus', 'Bacillus amyloliquefaciens', 'Bacillus gelatinous']","['Microbial Agent', 'Growth Promoter']","['1:1000 dilution', '1 g per 0.5 L water']",['Foliar spray'],"['Must not be mixed with strongly acidic or alkaline fertilizers or pesticides.', 'Recommended to spray before 10:00 AM or after 4:00 PM.', 'If sediment appears, stir well before use; this does not affect efficacy.', 'If splashed into eyes, rinse with clean water for at least 15 minutes; seek medical treatment if condition is severe.', 'Store in a dry, cool, rainproof place, away from fire or heat sources.', 'Safe to use, residue-free, pollution-free.']"
AF0013,柑橘专用水溶肥,Water-Soluble Fertilizer Specially for Citrus,"['Citrus', 'Fruit Trees', 'Field Crops', 'Melons and Fruits', 'Vegetables', 'Tomato', 'Pepper', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea']",[],[],"['stunted seedlings', 'weak yellow seedlings', 'fruit cracking', 'malformed fruit', 'russet fruit', 'physiological fruit drop', 'abnormal fruit drop', 'vitality decline', 'dehydration', 'premature aging']",['Calcium 100g/L'],"['Water-Soluble Fertilizer', 'Growth Promoter', 'Liquid Fertilizer']","['Dilute with water at 800-1000 times', 'Melons and gourds: dilute 500 times, spray 2-3 times consecutively, interval 10-15 days', 'Fertigation and drip irrigation: dilute 5000-10000 times', '1 g per 0.5 L water']","['Foliar spray', 'Fertigation', 'Drip irrigation']","['Avoid spraying in strong sunlight; spray before 10 a.m. or after 4 p.m. (after 6 p.m. in summer)', 'Watering immediately after spraying improves effectiveness', 'Can be mixed with most pesticides', 'Do not mix with strong acid or strong alkaline formulations', 'Winter freezing does not affect quality']"
AF0014,白菜甘蓝水溶肥,Chinese Cabbage and Cabbage Water-Soluble Fertilizer,"['Fruit Trees', 'Field Crops', 'Melons and Fruits', 'Tomato', 'Pepper', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea', 'Chinese Cabbage', 'Cabbage']","['Damping-off', 'Wilt']",[],"['stunted and weak seedlings', 'leaves become dark green and thick', 'hollow and cracked bulbs']",[],"['Growth Promoter', 'Water-Soluble Fertilizer']",['1 g per 0.5 L water'],[],[]
AF0015,葱姜蒜水溶肥,"Water-Soluble Fertilizer for Onion, Ginger, and Garlic","['Fruit Trees', 'Field Crops', 'Melon and Fruit Crops', 'Tomato', 'Pepper', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea', 'Scallion']",[],[],"['yellowing leaves', 'tip drying']",[],"['Growth Promoter', 'Functional Fertilizer Containing Medium and Trace Elements', 'Water-Soluble Fertilizer']",['1 g per 0.5 L water'],[],[]
AF0016,猛生根,Strong Root Growth,"['Fruit Trees', 'Melons and Fruit Crops', 'Vegetables Such As Tomato and Pepper', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea Leaves', 'Tea Trees', 'Vegetables', 'Cabbage', 'Flowers', 'Rose', 'Orchid', 'Succulent', 'Field Crops', 'Rice', 'Wheat', 'Corn', 'Soybean', 'Melons and Gourds', 'Chili Pepper', 'Red Pepper']",[],['Nematodes'],"['no rooting', 'cold roots', 'rotten roots', 'waterlogged roots', 'black roots', 'seedling stagnation', 'weak seedlings', 'yellow seedlings', 'dehydration', 'nutrient loss', 'premature aging', 'stagnant seedlings']",['Calcium 2100g'],"['Growth Promoter', 'Medium Element Water-Soluble Fertilizer', 'Micronutrient Water-Soluble Fertilizer']","['800-1000 times dilution', '500 times dilution', '5000-10000 times dilution', '1 g per 0.5 L water']","['Foliar spray', 'Flush irrigation', 'Drip irrigation']","['Spraying should avoid strong sunlight; best to spray before 10 a.m. or after 4 p.m. (after 6 p.m. in summer).', 'Watering immediately after spraying enhances the effect.', 'Can be mixed with most pesticides, but not with strong acid or strong alkaline formulations.']"
AF0017,一喷绿,One Spray Green,"['Field Crops', 'Wheat', 'Corn', 'Rice', 'Fruit Trees', 'Apple', 'Pear', 'Peach', 'Citrus', 'Vegetables', 'Tomato', 'Cucumber', 'Chili', 'Eggplant', 'Flowers and Seedlings', 'Rose', 'Succulent', 'Pothos']",[],['Pests and Diseases'],"['yellowing', 'small leaves', 'leaf curling', 'thin leaves', 'malformed fruit', 'fruit cracking', 'physiological fruit drop', 'growth disorders', 'lodging']",[],['Growth Promoter'],['1 g per 0.5 L water'],[],[]
AF0018,增瓜灵,Melon Growth Enhancer,"['Fruit Trees', 'Field Crops', 'Melon and Fruit Crops', 'Cucumber', 'Loofah', 'Pumpkin', 'Wax Gourd', 'Watermelon', 'Tomato', 'Chili', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Medicinal Herbs', 'Tea', 'Pepper', 'Chinese Cabbage', 'Mustard Greens', 'Tobacco', 'Flowers', 'Potato', 'Sweet Potato', 'Corn', 'Rice', 'Wheat']",['Diseases'],[],"['leaf yellowing', 'weak plants', 'flower drop', 'flower tip burn', 'slow growth', 'stunted seedlings', 'dead plants', 'iron-deficiency yellowing']",['Calcium ≥100g/L'],"['Growth Promoter', 'Medium Element Water-Soluble Fertilizer', 'Water-Soluble Fertilizer']","['Dilute with water at 800-1000 times', 'Melons and fruits: dilute 500 times', 'Spray 2-3 times consecutively with intervals of 10-15 days', 'Fertigation and drip irrigation: dilute 5000-10000 times', '1 g per 0.5 L water']","['Foliar spray', 'Fertigation', 'Drip irrigation']","['Store in a cool place', 'Spraying is recommended before 10 a.m. or after 4 p.m. (6 p.m. in summer)', 'Can be sprayed directly', 'Can be mixed with most pesticides', 'Do not mix with strong acid or strong alkali formulations', 'Crystallization in winter does not affect quality']"
AF0019,地下根茎膨大素,Underground Rhizome Enlarging Agent,"['Fruit Trees', 'Melons and Fruits', 'Tomatoes', 'Peppers', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea', 'Purple Sweet Potato', 'Carrot', 'Onion', 'Lily', 'Scallion', 'Water Chestnut', 'Arrowhead']",[],[],"['weak growth', 'yellow seedlings', 'dehydration', 'nutrient loss', 'premature aging', 'hollow heart', 'deformities', 'cracking']",['Calcium (Ca) ≥100g/L'],"['Growth Promoter', 'Water-Soluble Fertilizer']","['800-1000 times dilution', '500 times dilution for melons and gourds', '2-3 consecutive sprays', '10-15 day interval', '5000-10000 times dilution for fertigation and drip irrigation', '1 g per 0.5 L water']","['Foliar spray', 'Flush irrigation', 'Drip irrigation', 'Fertigation']","['Avoid spraying in strong sunlight; best applied before 10 a.m. or after 4 p.m. (6 p.m. in summer).', 'Watering immediately after spraying enhances effectiveness.', 'Can be mixed with most pesticides, but must not be mixed with strong acid or strong alkali formulations.', 'Crystallization in winter does not affect quality.']"
AF0020,番薯宝宝,Sweet Potato Baby,"['Rapeseed', 'Peanut', 'Peach', 'Pear', 'Mango', 'Pineapple', 'Orange', 'Apple', 'Banana', 'Strawberry', 'Blueberry', 'Pomegranate', 'Lemon', 'Lychee', 'Kiwifruit', 'Dragon Fruit', 'Starfruit', 'Mangosteen', 'Hami Melon', 'Bottle Gourd', 'Cherry Tomato', 'Cucumber', 'Gherkin', 'Sweet Potato', 'Bitter Melon']",[],[],"['cracking', 'hollow heart', 'deformity', 'flowering without fruit', 'small fruit size', 'poor fruit quality', 'fruit drop']",['Calcium (Ca) ≥100g/L'],"['Growth Promoter', 'Water-Soluble Fertilizer']","['Dilute with water at 800-1000 times', 'Melons: dilute 500 times', 'Fertigation and drip irrigation: dilute 5000-10000 times', '1 g per 0.5 L water']","['Foliar spray', 'Fertigation', 'Drip irrigation']","['Avoid spraying in strong sunlight; best to spray before 10 a.m. or after 4 p.m. (6 p.m. in summer)', 'Can be mixed with most pesticides, but not with strong acid or strong alkali formulations', 'Crystallization in winter does not affect quality']"
AF0021,防冻液,Antifreeze Solution,"['Fruit Crops', 'Vegetable Crops', 'Flower Crops', 'Economic Crops', 'Fruit Trees', 'Seedlings', 'Transplanted ornamental Trees', 'Garlic', 'Leafy Vegetables', 'Melons and Fruits', 'Tomato', 'Chili', 'Cotton', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea', 'Citrus', 'Grape', 'Mango', 'Apple', 'Rose', 'Osmanthus', 'Camellia', 'Rice', 'Wheat', 'Corn', 'Soybean']",[],[],"['yellowing', 'wilting']",['Calcium (Ca) ≥100g/L'],"['Growth Promoter', 'Soluble Concentrate']","['1 g per 0.5 L water', 'Diluted 150-200 times for spraying', 'Diluted 300-400 times for root irrigation', 'Diluted 400-600 times for spraying cold-sensitive tree species', 'Diluted 800-1000 times for spraying winter greenhouse crops', 'Spray once every 7 days, continuously for 2-3 times', 'Use 3-5 days before the arrival of cold waves']","['Foliar spray', 'Root irrigation']","['Spraying should avoid strong sunlight; best to spray before 10 a.m. or after 4 p.m. (6 p.m. in summer)', 'Watering immediately after spraying improves effectiveness', 'Can be mixed with most pesticides but must not be mixed with strong acid or strong alkali formulations', 'Crystallization in winter does not affect quality', 'Recommended to be sprayed before leaves turn yellow']"
AF0022,防落座果精,Fruit Set Retention Enhancer,"['Rapeseed', 'Peanut', 'Peach', 'Pear', 'Mango', 'Pineapple', 'Apple', 'Banana', 'Strawberry', 'Blueberry', 'Pomegranate', 'Orange', 'Lemon', 'Lychee', 'Kiwi', 'Dragon Fruit', 'Starfruit', 'Mangosteen', 'Hami Melon', 'Bottle Gourd', 'Cherry Tomato', 'Cucumber', 'Gherkin', 'Watermelon', 'Pumpkin', 'Loofah', 'Tomato', 'Chili', 'Eggplant', 'Cowpea', 'Bitter Melon', 'Honeysuckle', 'Rose']",[],[],"['flower drop', 'fruit drop', 'fruitlet drop', 'hard fruit', 'small fruit', 'malformed fruit', 'poor fruit enlargement', 'no fruit set', 'fruit not enlarging', 'branch tip growth control', 'flower bud development disorders', 'cracked fruits', 'malformation']",['Calcium (Ca) ≥100g/L'],"['Growth Promoter', 'Medium Element Water-Soluble Fertilizer']","['800-1000 times dilution', '500 times dilution for melons', '2-3 continuous sprays', '10-15 day interval', '5000-10000 times dilution for fertigation and drip irrigation', '1 g per 0.5 L water']","['Foliar spray', 'Fertigation', 'Drip irrigation']","['Avoid spraying in strong sunlight; spray before 10 a.m. or after 4 p.m. (6 p.m. in summer).', 'Watering immediately after spraying enhances the effect.', 'Can be mixed with most pesticides, but not with strong acid or strong alkali formulations.', 'Winter crystallization does not affect quality.']"
AF0023,黄金麦,Golden Wheat,"['Wheat', 'Fruit Trees', 'Melons and Fruits', 'Tomato', 'Pepper', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea']",[],[],"['weak yellow seedlings', 'vitality decline', 'dehydration', 'nutrient loss', 'premature aging', 'water loss in plant cells']",['Calcium (Ca) ≥100g/L'],"['Growth Promoter', 'Medium Element Water-Soluble Fertilizer']","['Dilute with water at 800-1000 times', 'Melons and gourds: dilute 500 times', 'Fertigation and drip irrigation: dilute 5000-10000 times', '1 g per 0.5 L water']","['Foliar spray', 'Fertigation', 'Drip irrigation']","['Avoid spraying in strong sunlight; best to spray before 10 a.m. or after 4 p.m. (6 p.m. in summer)', 'Watering immediately after spraying enhances the effect', 'Can be mixed with most pesticides but should not be mixed with strong acid or strong alkaline formulations', 'Crystallization in winter does not affect quality']"
AF0024,定根水,Rooting Solution,"['Fruit Trees', 'Field Crops', 'Melon and Fruit Crops', 'Vegetables Such As Tomato and Pepper', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea', 'Corn', 'Rice', 'Wheat', 'Eggplant', 'Cucumber', 'Watermelon', 'Flowers and Nursery Plants', 'Chinese Rose', 'Rose', 'Pothos', 'Apple', 'Pear', 'Citrus']",['Blossom-End Rot'],[],"['leaf chlorosis', 'fruit cracking']",[],"['Growth Promoter', 'Functional Fertilizer Containing Medium and Trace Elements']",['1 g per 0.5 L water'],[],[]
AF0025,提苗暴长液,Seedling Rapid Growth Solution,"['Fruit Trees', 'Melons and Fruits', 'Tomatoes', 'Peppers', 'Cotton', 'Garlic', 'Leafy Vegetables', 'Ginger', 'Radish', 'Tobacco', 'Sichuan Pepper', 'Potato', 'Sweet Potato', 'Medicinal Herbs', 'Tea Leaves', 'Wheat', 'Corn', 'Rice', 'Cucumber', 'Chili', 'Eggplant', 'Flowers', 'Seedlings', 'Rose', 'Succulent', 'Pothos']",['Root Rot'],[],"['stunted seedlings', 'yellow seedlings', 'weak seedlings', 'growth stagnation', 'premature aging', 'dehydration', 'nutrient loss', 'insufficient light']",['Calcium (Ca) ≥100g/L'],"['Growth Promoter', 'Medium Element Water-Soluble Fertilizer']","['Dilute with water 800-1000 times', 'Melons and gourds: dilute 500 times', 'Spray 2-3 times consecutively', 'Interval of 10-15 days', 'Fertigation and drip irrigation: dilute 5000-10000 times', '1 g per 0.5 L water']","['Foliar spray', 'Fertigation', 'Drip irrigation']","['Avoid spraying in strong sunlight; best to spray before 10 a.m. or after 4 p.m. (6 p.m. in summer)', 'Watering immediately after spraying enhances the effect', 'Can be mixed with most pesticides but must not be mixed with strong acid or strong alkaline formulations', 'Crystallization in winter does not affect quality']"
AF0026,茄子1号,Eggplant No.1,['Eggplant'],['Deformity'],[],"['stunted fruit', 'green tip fruit', 'leaf curling', 'chlorosis', 'growth stagnation', 'cracking']",[],['Growth Promoter'],['1 g per 0.5 L water'],[],[]
AF0027,水培宝,Hydroponic Treasure,"['Hydroponic Vegetables', 'Lettuce', 'Romaine Lettuce', 'Hydroponic Foliage Plants', 'Epipremnum Aureum', 'Dracaena Sanderiana', 'Spider Plant', 'Hydroponic Flowering Plants', 'Water Lily', 'Hyacinth', 'Narcissus']",['Root Rot'],['Green Algae'],"['nutrient deficiency yellowing', 'small leaves', 'stunted seedlings', 'black roots', 'unpleasant odors']",[],"['Growth Promoter', 'Functional Fertilizer Containing Medium and Trace Elements']",['1 g per 0.5 L water'],['Direct absorption by hydroponic roots'],[]
